;chlorides;free sulfur dioxide;total sulfur dioxide;density
1348;0.042;38.0;161.0;0.9941
1349;0.042;15.0;61.0;0.9924
1350;0.034;22.0;122.0;0.9917
1351;0.027000000000000003;40.0;130.0;0.9906
1352;0.047;60.0;189.0;0.995
1353;0.048;40.0;251.0;0.9956
1354;0.04;43.0;179.0;0.9955
1355;0.04;38.0;143.0;0.9907
1356;0.05;55.0;191.0;1.0
1357;0.039;43.0;167.0;0.9953
1358;0.048;35.0;103.0;0.9911
1359;0.04;31.0;132.0;0.9922
1360;0.044000000000000004;56.0;158.0;0.9951
1361;0.038;56.0;189.5;0.9948
1362;0.04;42.0;115.0;0.9906
1363;0.051;15.0;96.0;0.9940000000000001
1364;0.04;38.0;143.0;0.9907
1365;0.046;35.0;140.0;0.9927
1366;0.037000000000000005;22.0;95.0;0.9914
1367;0.057999999999999996;19.0;115.0;0.9958
1368;0.05;55.0;191.0;1.0
1369;0.168;42.0;185.0;0.9984
1370;0.052000000000000005;23.0;116.0;0.9941
1371;0.042;41.0;162.0;0.9944
1372;0.044000000000000004;37.0;181.0;0.998
1373;0.044000000000000004;37.0;181.0;0.998
1374;0.032;24.0;121.0;0.9902
1375;0.032;30.0;130.0;0.9911
1376;0.047;6.0;134.0;0.9929
1377;0.05;10.0;136.0;0.993
1378;0.047;46.0;132.0;0.9918
1379;0.054000000000000006;5.0;126.0;0.992
1380;0.044000000000000004;36.0;152.0;0.9932
1381;0.039;24.0;98.0;0.992
1382;0.045;28.0;92.0;0.9940000000000001
1383;0.046;25.0;102.0;0.9923
1384;0.047;5.0;133.0;0.993
1385;0.042;26.0;138.0;0.9956
1386;0.039;17.0;116.0;0.9907
1387;0.034;15.0;85.0;0.99
1388;0.044000000000000004;12.0;143.0;0.9918
1389;0.037000000000000005;73.0;180.0;0.9926
1390;0.034;33.0;123.0;0.995
1391;0.028999999999999998;23.0;81.0;0.99
1392;0.034;15.0;85.0;0.99
1393;0.042;19.0;101.0;0.9946
1394;0.039;17.0;116.0;0.9907
1395;0.039;27.0;98.0;0.9898
1396;0.044000000000000004;12.0;143.0;0.9918
1397;0.05;35.0;200.0;0.9986
1398;0.05;35.0;200.0;0.9986
1399;0.035;32.0;83.0;0.9928
1400;0.05;35.0;200.0;0.9986
1401;0.052000000000000005;57.0;222.0;0.9979
1402;0.044000000000000004;31.0;122.0;0.9940000000000001
1403;0.044000000000000004;29.0;128.0;0.9937
1404;0.043;11.0;73.0;0.9938
1405;0.069;9.0;117.0;0.9942
1406;0.034;12.0;90.0;0.9944
1407;0.033;16.0;78.0;0.993
1408;0.05;35.0;200.0;0.9986
1409;0.04;29.0;118.0;0.9932
1410;0.037000000000000005;39.0;97.0;0.9934
1411;0.035;32.0;83.0;0.9928
1412;0.035;26.0;155.0;0.9925
1413;0.042;22.0;124.0;0.9944
1414;0.037000000000000005;55.0;130.0;0.9909
1415;0.038;22.0;63.0;0.9932
1416;0.045;16.0;128.0;0.9934
1417;0.057;35.5;366.5;1.0001
1418;0.044000000000000004;18.0;132.0;0.992
1419;0.04;27.0;103.0;0.9916
1420;0.042;29.0;137.0;0.998
1421;0.047;17.0;90.0;0.9919
1422;0.051;25.0;105.0;0.9925
1423;0.055999999999999994;36.0;225.0;0.9977
1424;0.042;22.0;124.0;0.9944
1425;0.052000000000000005;26.0;128.0;0.991
1426;0.045;34.0;140.0;0.99
1427;0.042;35.0;156.0;0.9917
1428;0.033;28.0;81.0;0.9923
1429;0.051;18.0;87.0;0.9928
1430;0.048;8.0;119.0;0.9923
1431;0.051;18.0;87.0;0.9928
1432;0.03;16.0;94.0;0.9902
1433;0.031;32.0;99.0;0.9893
1434;0.042;35.0;156.0;0.9917
1435;0.053;19.0;94.0;0.9982
1436;0.051;51.0;243.0;1.0005
1437;0.033;28.0;81.0;0.9923
1438;0.05;67.0;210.0;0.9951
1439;0.052000000000000005;67.0;226.0;0.9956
1440;0.05;56.0;162.0;0.998
1441;0.057;17.0;117.0;0.9928
1442;0.061;27.0;117.0;0.9938
1443;0.04;34.0;125.0;0.9914
1444;0.033;37.0;158.0;0.9955
1445;0.044000000000000004;33.0;130.0;0.9924
1446;0.063;35.0;92.0;0.9911
1447;0.055;18.0;150.0;0.9917
1448;0.055;18.0;150.0;0.9917
1449;0.036000000000000004;49.0;172.0;0.9932
1450;0.033;37.0;158.0;0.9955
1451;0.048;11.0;138.0;0.9929
1452;0.033;37.0;158.0;0.9955
1453;0.034;37.0;156.0;0.9958
1454;0.054000000000000006;50.0;231.0;1.0012
1455;0.069;44.0;150.0;0.9968
1456;0.063;35.0;92.0;0.9911
1457;0.044000000000000004;33.0;130.0;0.9924
1458;0.044000000000000004;42.0;144.0;0.991
1459;0.048;27.0;133.0;0.9946
1460;0.05;29.0;128.0;0.9928
1461;0.048;54.0;164.0;0.9946
1462;0.055;18.0;150.0;0.9917
1463;0.051;11.0;137.0;0.9918
1464;0.031;46.0;151.0;0.9926
1465;0.044000000000000004;19.0;163.0;0.9931
1466;0.036000000000000004;49.0;172.0;0.9932
1467;0.03;30.0;96.0;0.9903
1468;0.046;15.0;60.0;0.9928
1469;0.048;11.0;138.0;0.9929
1470;0.034;37.0;156.0;0.9958
1471;0.033;37.0;158.0;0.9955
1472;0.052000000000000005;6.0;48.0;0.9911
1473;0.038;39.0;128.0;0.9938
1474;0.057;13.0;85.0;0.9942
1475;0.05;18.0;148.0;0.9945
1476;0.027999999999999997;40.0;184.0;0.9962
1477;0.04;10.0;104.0;0.992
1478;0.044000000000000004;39.0;159.0;0.9927
1479;0.055999999999999994;20.0;124.0;0.9948
1480;0.05;18.0;148.0;0.9945
1481;0.048;26.0;124.0;0.9942
1482;0.046;57.0;187.0;0.9952
1483;0.057;13.0;85.0;0.9942
1484;0.053;8.0;134.0;0.9958
1485;0.034;20.0;126.0;0.9918
1486;0.033;17.0;51.0;0.9932
1487;0.054000000000000006;44.0;169.0;1.0004
1488;0.044000000000000004;68.0;224.0;0.9972
1489;0.037000000000000005;52.0;187.0;0.9998
1490;0.03;28.0;117.0;0.9918
1491;0.031;8.0;97.0;0.9918
1492;0.046;47.0;188.0;0.9964
1493;0.033;39.0;180.0;0.9936
1494;0.033;42.0;186.0;0.9931
1495;0.03;45.0;197.0;0.9938
1496;0.039;6.0;62.0;0.9934
1497;0.044000000000000004;35.0;126.0;0.99
1498;0.040999999999999995;23.0;86.0;0.9914
1499;0.043;14.0;155.0;0.9904
1500;0.03;26.0;132.0;0.9940000000000001
1501;0.04;34.0;169.0;0.9938
1502;0.034;17.0;121.0;0.9933
1503;0.039;24.0;124.0;0.9909
1504;0.045;24.0;126.0;0.9942
1505;0.040999999999999995;39.0;130.0;0.9945
1506;0.051;51.0;205.0;0.9954
1507;0.044000000000000004;59.0;160.0;0.996
1508;0.06;50.0;170.0;0.9991
1509;0.053;15.0;144.0;0.993
1510;0.061;10.0;145.0;0.9942
1511;0.042;15.0;126.0;0.9934
1512;0.034;29.0;134.0;0.9939
1513;0.031;48.0;161.0;0.9937
1514;0.03;26.0;132.0;0.9940000000000001
1515;0.039;34.0;136.0;0.9926
1516;0.037000000000000005;53.0;154.0;0.9951
1517;0.038;52.0;163.0;0.9952
1518;0.035;22.0;95.0;0.9935
1519;0.04;34.0;169.0;0.9938
1520;0.038;38.0;167.0;0.9939
1521;0.034;17.0;121.0;0.9933
1522;0.040999999999999995;15.0;164.0;0.9927
1523;0.044000000000000004;31.0;185.0;0.998
1524;0.042;41.0;158.0;0.9997
1525;0.037000000000000005;47.0;156.0;0.9981
1526;0.037000000000000005;33.0;156.0;0.992
1527;0.045;48.0;195.0;0.9954
1528;0.037000000000000005;33.0;156.0;0.992
1529;0.042;41.0;158.0;0.9997
1530;0.037000000000000005;47.0;156.0;0.9981
1531;0.037000000000000005;26.0;174.0;0.9943
1532;0.049;61.0;209.0;0.9941
1533;0.027999999999999997;32.0;107.0;0.9936
1534;0.044000000000000004;44.0;176.0;0.9996
1535;0.031;17.0;122.0;0.9932
1536;0.027999999999999997;6.0;24.0;0.9926
1537;0.04;32.0;148.0;0.9936
1538;0.034;26.0;106.0;0.992
1539;0.027999999999999997;32.0;107.0;0.9936
1540;0.044000000000000004;44.0;176.0;0.9996
1541;0.028999999999999998;29.0;86.0;0.993
1542;0.037000000000000005;27.0;104.0;0.9924
1543;0.038;28.0;99.0;0.9928
1544;0.027999999999999997;6.0;24.0;0.9926
1545;0.049;33.0;152.0;0.9952
1546;0.034;35.0;156.0;0.9945
1547;0.034;36.0;158.0;0.9945
1548;0.025;32.0;102.0;0.9903
1549;0.031;17.0;122.0;0.9932
1550;0.051;36.0;157.0;0.9953
1551;0.122;45.0;129.0;0.9936
1552;0.038;44.0;152.0;0.9912
1553;0.057;25.0;156.0;0.9962
1554;0.055999999999999994;32.0;164.0;0.9965
1555;0.032;35.0;148.0;0.9932
1556;0.036000000000000004;45.0;182.0;0.9967
1557;0.051;36.0;157.0;0.9953
1558;0.045;12.0;115.0;0.9963
1559;0.036000000000000004;14.0;56.0;0.992
1560;0.033;33.0;156.0;0.991
1561;0.059000000000000004;10.0;112.0;0.9958
1562;0.027000000000000003;26.0;126.0;0.99
1563;0.033;33.0;156.0;0.991
1564;0.059000000000000004;10.0;112.0;0.9958
1565;0.044000000000000004;29.0;117.0;0.9938
1566;0.046;36.0;158.0;0.9996
1567;0.055;19.0;110.0;0.9946
1568;0.055;49.0;188.0;0.9974
1569;0.038;35.0;157.0;0.9945
1570;0.040999999999999995;36.0;159.0;0.9946
1571;0.055;49.0;188.0;0.9974
1572;0.063;50.0;168.0;0.9957
1573;0.045;21.0;116.0;0.9931
1574;0.048;23.0;108.0;0.9947
1575;0.053;61.0;182.0;0.9953
1576;0.05;20.0;74.0;0.9931
1577;0.05;17.0;128.0;0.9946
1578;0.046;54.0;168.0;0.9978
1579;0.062;50.0;191.0;0.9989
1580;0.046;13.0;119.0;1.0004
1581;0.039;32.0;84.0;0.9938
1582;0.039;46.0;108.0;0.9934
1583;0.046;54.0;168.0;0.9978
1584;0.045;52.0;209.0;0.9956
1585;0.039;46.0;165.0;0.9982
1586;0.042;34.0;147.0;0.9948
1587;0.045;52.0;209.0;0.9956
1588;0.039;46.0;165.0;0.9982
1589;0.036000000000000004;27.0;122.0;0.9926
1590;0.027999999999999997;30.0;165.0;0.991
1591;0.042;49.0;161.0;0.9945
1592;0.047;25.0;111.0;0.9916
1593;0.043;9.0;63.0;0.9953
1594;0.047;37.0;136.0;0.9938
1595;0.046;53.0;206.0;0.9956
1596;0.034;56.0;122.0;0.9906
1597;0.046;53.0;206.0;0.9956
1598;0.172;24.0;108.0;0.9932
1599;0.16699999999999998;20.0;94.0;0.9914
1600;0.047;37.0;136.0;0.9938
1601;0.046;55.0;223.0;0.996
1602;0.034;27.0;77.0;0.9906
1603;0.034;10.0;53.0;0.98815
1604;0.048;39.0;137.0;0.9942
1605;0.032;31.0;113.0;0.9903
1606;0.031;44.0;109.0;0.9906
1607;0.04;44.0;118.0;0.9935
1608;0.057;59.0;235.0;1.0024
1609;0.048;46.0;212.0;0.9968
1610;0.031;44.0;109.0;0.9906
1611;0.04;19.0;100.0;0.9941
1612;0.027000000000000003;28.0;87.0;0.9919
1613;0.035;42.0;120.0;0.9928
1614;0.035;40.0;131.0;0.9958
1615;0.047;42.0;140.0;0.9932
1616;0.045;61.0;206.0;0.9957
1617;0.065;17.0;143.0;0.9937
1618;0.045;53.0;243.0;0.9982
1619;0.028999999999999998;31.0;128.0;0.9928
1620;0.027000000000000003;28.0;87.0;0.9919
1621;0.05;17.0;131.0;0.9956
1622;0.045;16.0;169.0;0.9957
1623;0.053;22.0;118.0;0.9954
1624;0.039;46.0;131.0;0.993
1625;0.037000000000000005;37.0;161.0;0.9954
1626;0.048;52.0;195.0;0.9987
1627;0.05;17.0;131.0;0.9956
1628;0.057;14.0;108.0;0.9928
1629;0.047;21.0;98.0;0.9951
1630;0.053;6.0;121.0;0.993
1631;0.057;14.0;108.0;0.9928
1632;0.040999999999999995;28.0;111.0;0.9926
1633;0.037000000000000005;15.0;110.0;0.9938
1634;0.048;50.0;228.0;1.0001
1635;0.035;21.0;126.0;0.9933
1636;0.043;29.0;149.0;0.9952
1637;0.042;43.0;160.0;0.9934
1638;0.239;42.0;220.0;0.9988
1639;0.042;26.0;105.0;0.993
1640;0.043;29.0;149.0;0.9952
1641;0.054000000000000006;42.0;151.0;0.9948
1642;0.057999999999999996;50.0;134.0;0.9998
1643;0.049;50.0;144.0;0.9971
1644;0.057999999999999996;50.0;134.0;0.9998
1645;0.048;50.0;149.0;0.9962
1646;0.054000000000000006;42.0;151.0;0.9948
1647;0.036000000000000004;20.0;99.0;0.99
1648;0.045;31.0;100.0;0.9942
1649;0.057999999999999996;39.0;166.0;0.9965
1650;0.044000000000000004;27.0;131.0;0.9912
1651;0.076;48.0;209.0;0.9978
1652;0.044000000000000004;29.0;118.0;0.9928
1653;0.053;35.0;176.0;1.0103
1654;0.052000000000000005;19.0;184.0;0.9956
1655;0.046;27.0;142.0;0.9936
1656;0.048;21.0;98.0;0.9929
1657;0.06;34.0;162.0;0.9966
1658;0.05;52.0;220.0;0.9964
1659;0.049;53.0;217.0;0.996
1660;0.049;62.0;217.0;0.9959
1661;0.047;54.0;191.0;0.9954
1662;0.047;30.0;114.0;0.9914
1663;0.053;35.0;176.0;1.0103
1664;0.059000000000000004;32.0;177.0;1.0004
1665;0.036000000000000004;48.0;114.0;0.9911
1666;0.04;8.0;84.0;0.9938
1667;0.055;33.0;128.0;0.9927
1668;0.033;20.0;72.0;0.9922
1669;0.036000000000000004;10.0;124.0;0.9924
1670;0.046;33.0;160.0;0.9963
1671;0.027999999999999997;27.0;87.0;0.9936
1672;0.138;41.0;168.0;0.9951
1673;0.13699999999999998;35.0;163.0;0.9951
1674;0.046;82.0;188.0;0.9955
1675;0.047;65.0;224.0;0.9961
1676;0.027999999999999997;27.0;87.0;0.9936
1677;0.032;60.0;156.0;0.992
1678;0.045;42.0;170.0;0.9944
1679;0.034;18.0;117.0;0.9944
1680;0.054000000000000006;44.0;197.0;1.0008
1681;0.046;49.0;212.0;0.9962
1682;0.055;55.0;205.0;0.9986
1683;0.055;55.0;205.0;0.9986
1684;0.049;41.5;195.0;1.0
1685;0.055;55.0;205.0;0.9986
1686;0.047;42.0;147.0;0.9982
1687;0.049;41.5;195.0;1.0
1688;0.040999999999999995;118.5;216.0;0.9949
1689;0.034;28.0;123.0;0.9915
1690;0.05;7.0;175.0;0.9951
1691;0.055;55.0;205.0;0.9986
1692;0.04;41.0;213.0;0.9927
1693;0.048;54.0;198.0;0.9955
1694;0.06;47.0;150.0;0.9952
1695;0.036000000000000004;35.0;132.0;0.9928
1696;0.040999999999999995;47.0;190.0;0.9982
1697;0.038;39.0;190.0;0.9914
1698;0.04;41.0;213.0;0.9927
1699;0.043;35.0;175.0;0.9918
1700;0.043;25.0;121.0;0.9944
1701;0.033;43.0;208.0;0.9969
1702;0.046;6.0;114.0;0.9955
1703;0.057999999999999996;27.0;151.0;0.9954
1704;0.057;25.0;148.0;0.9955
1705;0.035;32.0;127.0;0.9921
1706;0.038;38.0;157.0;0.9934
1707;0.055999999999999994;48.0;179.0;0.9998
1708;0.051;25.0;161.0;0.9946
1709;0.055;50.0;180.0;0.9984
1710;0.032;10.0;67.0;0.9924
1711;0.037000000000000005;31.0;120.0;0.9939
1712;0.061;25.0;178.0;0.995
1713;0.059000000000000004;23.0;136.0;0.9957
1714;0.12300000000000001;35.0;116.0;0.9953
1715;0.04;43.0;148.0;0.9912
1716;0.046;29.0;108.0;0.9939
1717;0.044000000000000004;19.0;142.0;0.9921
1718;0.05;28.0;178.0;0.9954
1719;0.043;24.0;69.0;0.9933
1720;0.044000000000000004;30.0;180.0;0.9941
1721;0.052000000000000005;24.0;190.0;0.995
1722;0.040999999999999995;33.0;148.0;0.9977
1723;0.04;43.0;148.0;0.9912
1724;0.055999999999999994;31.0;122.0;0.9945
1725;0.064;55.0;152.0;0.9952
1726;0.034;28.0;97.0;0.9924
1727;0.045;68.0;212.0;0.9986
1728;0.12300000000000001;35.0;116.0;0.9953
1729;0.036000000000000004;45.0;138.0;0.9939
1730;0.031;40.0;99.0;0.9929
1731;0.055;68.0;198.0;0.9988
1732;0.031;48.0;111.0;0.9906
1733;0.040999999999999995;49.0;123.0;0.9914
1734;0.057;50.0;185.0;0.9978
1735;0.042;56.0;178.0;0.9928
1736;0.052000000000000005;15.0;104.0;0.9948
1737;0.057;50.0;185.0;0.9978
1738;0.054000000000000006;19.0;101.0;0.9946
1739;0.032;4.0;55.0;0.9908
1740;0.061;23.0;150.0;0.9954
1741;0.038;28.0;152.0;0.9906
1742;0.039;47.0;142.0;0.99705
1743;0.042;33.0;169.0;0.9982
1744;0.133;52.0;136.0;0.9932
1745;0.053;46.0;238.0;0.9977
1746;0.05;33.0;87.0;0.9940000000000001
1747;0.042;33.0;169.0;0.9982
1748;0.044000000000000004;20.0;102.0;0.9929
1749;0.055999999999999994;45.0;135.0;0.9924
1750;0.045;44.0;174.0;0.9966
1751;0.046;40.0;153.0;0.9921
1752;0.045;53.0;197.0;0.9967
1753;0.049;43.0;141.0;0.9934
1754;0.042;33.0;93.0;0.9914
1755;0.039;47.0;142.0;0.99705
1756;0.053;54.0;202.0;0.9961
1757;0.055999999999999994;56.0;215.0;0.9967
1758;0.038;12.0;53.0;0.9926
1759;0.046;81.0;224.0;0.99605
1760;0.042;67.0;181.0;0.99435
1761;0.044000000000000004;31.0;124.0;0.9948
1762;0.037000000000000005;20.0;98.0;0.9916
1763;0.037000000000000005;18.0;112.0;0.997
1764;0.053;54.0;202.0;0.9961
1765;0.055999999999999994;56.0;215.0;0.9967
1766;0.054000000000000006;56.0;209.0;0.9961
1767;0.051;50.0;179.0;0.9955
1768;0.048;58.0;144.0;0.9922
1769;0.046;33.0;102.0;0.9918
1770;0.059000000000000004;33.0;181.0;0.9955
1771;0.040999999999999995;40.0;141.0;0.9941
1772;0.059000000000000004;32.0;178.0;0.9955
1773;0.059000000000000004;33.0;181.0;0.9955
1774;0.054000000000000006;33.0;99.0;0.9924
1775;0.03;28.0;135.0;0.9973
1776;0.069;42.0;163.0;0.9990000000000001
1777;0.040999999999999995;40.0;141.0;0.9941
1778;0.034;43.0;150.0;0.9922
1779;0.034;43.0;150.0;0.9922
1780;0.052000000000000005;47.0;150.0;0.9953
1781;0.051;13.0;200.0;0.9945
1782;0.034;73.0;142.0;0.9945
1783;0.067;17.0;100.0;0.9957
1784;0.038;54.0;127.0;0.9932
1785;0.034;73.0;142.0;0.9945
1786;0.04;29.0;115.0;0.9913
1787;0.033;50.0;158.0;0.9909
1788;0.035;37.0;122.0;0.9939
1789;0.026000000000000002;26.0;189.0;0.991
1790;0.042;26.0;176.0;0.9954
1791;0.054000000000000006;25.0;117.0;0.9943
1792;0.055999999999999994;21.0;153.0;0.993
1793;0.062;42.0;187.0;1.0002
1794;0.064;23.0;120.0;0.9946
1795;0.061;22.0;149.0;0.9953
1796;0.037000000000000005;27.0;126.0;0.9918
1797;0.039;37.0;128.0;0.9936
1798;0.073;56.0;173.0;0.9984
1799;0.04;35.0;162.0;0.9956
1800;0.049;57.0;191.0;0.9966
1801;0.042;14.0;67.0;0.9942
1802;0.073;56.0;173.0;0.9984
1803;0.04;35.0;162.0;0.9956
1804;0.049;57.0;191.0;0.9966
1805;0.065;29.0;119.0;0.9974
1806;0.046;9.0;116.0;0.9944
1807;0.053;60.0;184.0;1.0008
1808;0.065;29.0;119.0;0.9974
1809;0.053;60.0;184.0;1.0008
1810;0.049;39.0;184.0;0.9928
1811;0.046;9.0;116.0;0.9944
1812;0.042;24.0;72.0;0.9908
1813;0.038;18.0;110.0;0.9917
1814;0.03;31.0;100.0;0.9911
1815;0.038;10.0;164.0;0.9912
1816;0.028999999999999998;34.0;131.0;0.9953
1817;0.034;46.0;114.0;0.9932
1818;0.032;27.0;96.0;0.9896
1819;0.032;38.0;131.0;0.9889
1820;0.038;10.0;164.0;0.9912
1821;0.035;23.0;110.0;0.9926
1822;0.03;31.0;100.0;0.9911
1823;0.054000000000000006;34.0;231.0;0.9964
1824;0.033;35.0;165.0;0.9974
1825;0.034;13.0;84.0;0.9944
1826;0.033;35.0;165.0;0.9974
1827;0.054000000000000006;34.0;231.0;0.9964
1828;0.051;35.0;240.0;0.9963
1829;0.031;41.0;167.0;0.9948
1830;0.031;41.0;167.0;0.9948
1831;0.03;34.0;153.0;0.9953
1832;0.031;41.0;167.0;0.9948
1833;0.03;34.0;153.0;0.9953
1834;0.044000000000000004;43.0;160.0;0.9949
1835;0.21100000000000002;37.0;213.0;0.9988
1836;0.12300000000000001;27.0;104.0;0.9954
1837;0.037000000000000005;37.0;102.0;0.992
1838;0.052000000000000005;53.0;247.0;0.9984
1839;0.12300000000000001;27.0;104.0;0.9954
1840;0.054000000000000006;24.0;164.0;0.9926
1841;0.037000000000000005;37.0;102.0;0.992
1842;0.039;96.0;249.0;0.9976
1843;0.059000000000000004;32.0;139.0;0.9972
1844;0.028999999999999998;21.0;94.0;0.991
1845;0.049;44.0;157.0;0.998
1846;0.040999999999999995;62.0;180.0;0.9966
1847;0.049;44.0;157.0;0.998
1848;0.052000000000000005;34.0;243.0;1.0007
1849;0.042;48.0;189.0;0.992
1850;0.046;50.0;181.0;0.9925
1851;0.028999999999999998;21.0;94.0;0.991
1852;0.049;36.0;127.0;0.9934
1853;0.057999999999999996;16.0;107.0;0.9955
1854;0.048;44.0;172.0;0.9944
1855;0.053;83.0;197.0;0.9981
1856;0.055999999999999994;34.0;181.0;0.9968
1857;0.055999999999999994;13.0;176.0;0.9946
1858;0.055999999999999994;14.0;171.0;0.9946
1859;0.053;83.0;197.0;0.9981
1860;0.046;57.0;161.0;0.9946
1861;0.054000000000000006;78.0;186.0;0.997
1862;0.054000000000000006;22.0;104.0;0.9924
1863;0.049;57.0;202.0;0.9958
1864;0.042;25.0;122.0;0.9940000000000001
1865;0.255;28.0;142.0;0.9958
1866;0.05;45.0;199.0;0.9984
1867;0.031;34.0;137.0;0.9948
1868;0.031;41.0;144.0;0.9932
1869;0.035;41.0;140.0;0.9952
1870;0.049;35.0;163.0;0.9924
1871;0.048;38.0;168.0;0.9945
1872;0.047;26.0;166.0;0.9976
1873;0.047;26.0;166.0;0.9976
1874;0.034;37.0;154.0;0.9938
1875;0.057999999999999996;16.0;165.0;0.9997
1876;0.053;48.0;140.0;0.9940000000000001
1877;0.032;21.0;78.0;0.9921
1878;0.043;41.0;248.0;0.9986
1879;0.043;14.0;103.0;0.9987
1880;0.045;45.0;213.0;0.9991
1881;0.043;14.0;103.0;0.9987
1882;0.045;45.0;213.0;0.9991
1883;0.045;45.0;213.0;0.9991
1884;0.028999999999999998;34.0;124.0;0.9948
1885;0.043;14.0;103.0;0.9987
1886;0.036000000000000004;39.0;107.0;0.993
1887;0.05;41.0;178.0;0.9988
1888;0.049;50.0;185.0;1.0
1889;0.036000000000000004;24.0;112.0;0.9932
1890;0.045;45.0;213.0;0.9991
1891;0.045;44.0;197.0;0.9989
1892;0.046;40.0;142.0;1.0
1893;0.046;40.0;142.0;1.0
1894;0.055999999999999994;31.0;161.0;0.9952
1895;0.039;73.0;212.0;0.9969
1896;0.037000000000000005;53.0;166.0;0.9966
1897;0.037000000000000005;53.0;166.0;0.9966
1898;0.053;15.0;89.0;0.9976
1899;0.03;41.0;104.0;0.99
1900;0.033;45.0;166.0;0.9988
1901;0.039;14.0;118.0;0.9942
1902;0.04;26.0;183.0;0.9984
1903;0.04;25.0;106.0;0.9932
1904;0.039;73.0;212.0;0.9969
1905;0.037000000000000005;53.0;166.0;0.9966
1906;0.037000000000000005;16.0;120.0;0.9933
1907;0.028999999999999998;64.0;158.0;0.9916
1908;0.038;26.0;98.0;0.9914
1909;0.062;40.0;126.0;0.9966
1910;0.045;54.0;180.0;0.9958
1911;0.040999999999999995;20.0;71.0;0.9926
1912;0.036000000000000004;20.0;112.0;0.9939
1913;0.049;21.0;153.0;0.9953
1914;0.033;27.0;135.0;0.9906
1915;0.038;26.0;98.0;0.9914
1916;0.045;54.0;180.0;0.9958
1917;0.040999999999999995;20.0;71.0;0.9926
1918;0.044000000000000004;54.0;177.0;0.9991
1919;0.049;56.0;189.0;0.9994
1920;0.052000000000000005;52.5;158.0;0.9976
1921;0.062;40.0;126.0;0.9966
1922;0.055;27.0;127.0;0.9953
1923;0.027999999999999997;10.0;59.0;0.9923
1924;0.032;6.0;106.0;0.993
1925;0.204;15.0;97.0;0.9931
1926;0.20800000000000002;14.0;96.0;0.9932
1927;0.052000000000000005;46.0;169.0;0.9926
1928;0.047;47.0;193.0;0.9938
1929;0.036000000000000004;46.0;172.0;0.9966
1930;0.043;49.0;228.0;0.9974
1931;0.047;146.5;307.5;0.9924
1932;0.042;15.0;93.0;0.9948
1933;0.083;27.0;182.0;0.9964
1934;0.04;25.0;87.0;0.9924
1935;0.036000000000000004;46.0;172.0;0.9966
1936;0.043;49.0;228.0;0.9974
1937;0.08;34.0;172.0;0.9938
1938;0.031;27.0;84.0;0.9928
1939;0.052000000000000005;35.0;143.0;0.9959
1940;0.052000000000000005;35.0;256.0;1.0001
1941;0.052000000000000005;35.0;143.0;0.9959
1942;0.052000000000000005;35.0;256.0;1.0001
1943;0.040999999999999995;48.0;195.0;0.9968
1944;0.051;61.0;197.0;0.9932
1945;0.049;39.0;152.0;0.9954
1946;0.066;57.0;158.0;0.9992
1947;0.051;61.0;197.0;0.9932
1948;0.046;37.0;135.0;0.9939
1949;0.054000000000000006;29.0;160.0;0.9952
1950;0.036000000000000004;49.0;219.0;0.9996
1951;0.046;34.0;185.0;0.9966
1952;0.027999999999999997;29.0;142.0;0.9925
1953;0.044000000000000004;49.0;172.0;0.996
1954;0.036000000000000004;49.0;219.0;0.9996
1955;0.063;66.0;169.0;0.9973
1956;0.027000000000000003;16.0;63.0;0.9937
1957;0.057999999999999996;22.0;89.0;0.9966
1958;0.055999999999999994;53.0;238.0;1.0017
1959;0.024;13.0;91.0;0.993
1960;0.024;13.0;91.0;0.993
1961;0.039;21.0;123.0;0.9959
1962;0.040999999999999995;11.0;99.0;0.9958
1963;0.055999999999999994;53.0;238.0;1.0017
1964;0.046;50.0;173.0;0.9958
1965;0.076;50.0;163.0;0.9979
1966;0.047;13.0;114.0;0.9941
1967;0.044000000000000004;53.0;186.0;0.997
1968;0.047;41.0;142.0;0.9934
1969;0.03;49.0;164.0;0.9927
1970;0.036000000000000004;32.0;116.0;0.9944
1971;0.03;49.0;164.0;0.9927
1972;0.086;37.0;133.0;0.9963
1973;0.084;33.0;139.0;1.0011
1974;0.084;33.0;139.0;1.0011
1975;0.048;76.0;197.0;0.9959
1976;0.057;35.0;208.0;0.9973
1977;0.048;30.0;143.0;0.9966
1978;0.044000000000000004;23.0;103.0;0.9932
1979;0.042;57.0;184.0;0.9984
1980;0.055999999999999994;53.0;212.5;0.9990000000000001
1981;0.055999999999999994;53.0;212.5;0.9990000000000001
1982;0.055999999999999994;53.0;212.5;0.9990000000000001
1983;0.055999999999999994;53.0;212.5;0.9990000000000001
1984;0.055999999999999994;53.0;212.5;0.9990000000000001
1985;0.049;48.0;181.0;1.0006
1986;0.047;27.0;151.0;0.9937
1987;0.043;57.0;176.0;0.9954
1988;0.043;63.0;201.0;0.997
1989;0.034;30.0;102.0;0.9912
1990;0.054000000000000006;5.0;110.0;0.9939
1991;0.055999999999999994;53.0;212.5;0.9990000000000001
1992;0.057;17.0;103.0;0.9957
1993;0.053;33.0;180.0;0.9926
1994;0.043;47.0;168.0;0.9994
1995;0.055;51.0;170.0;1.0004
1996;0.043;47.0;168.0;0.9994
1997;0.055;51.0;170.0;1.0004
